asset_id,asset_type,asset_name,region,subregion,installation_date,manufacturer,model,rated_capacity_kva,last_inspection_date,condition_score,latitude,longitude,notes
90cf9a9e-1f14-4868-8e57-bb1845cf0d20,transformer,Transformer-NSW-0014,NSW,Port Macquarie,2017-03-02,Ormazabal,UniTrans 1000,2000.0,2021-01-24,3.0,33.25342,151.6061,Lightning arrestor earthing lead corroded.
7fee4e09-0d50-491a-9d57-d24a43e41650,pole,Pole-NSW-0015,NSW,Sydney CBD,2012-05-26,Siemens,WoodPole-12m,,2025-03-12,2.7,33.22708,151.59847,Animal damage to cable conduit — temporary repair applied.
64eedc25-6873-457a-a2f5-90253094ed49,meter,Meter-NSW-0016,NSW,Wollongong,2022-06-14,Siemens,Genus PRANA,20.0,2022-11-13,4.9,33.17154,150.66186,No visible issues at time of inspection.
383da3a3-fbfd-42e4-9c9c-7f64b967e952,transformer,Transformer-NSW-0017,NSW,Sydney CBD,2003-01-18,ABB,EcoStar 800,750.0,2025-09-02,4.1,33.61515,150.67965,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
4f908077-58e5-4eb3-9b7b-321f7190dc04,transformer,Transformer-VIC-0018,VIC,Wodonga,1988-05-31,Mitsubishi Electric,T800,315.0,2023-12-20,5.6,37.74518,143.90485,Fuse links showing signs of heat damage.
3f88fc87-4ad4-4ff9-88f8-c2eb258a422d,transformer,Transformer-SA-0019,SA,Murray Bridge,1987-09-15,Ormazabal,T1200,1000.0,2024-04-08,3.0,34.58126,137.74969,Partial discharge measured at 450 pC — monitor monthly.
f02e9ffe-49a9-4604-b805-297cbc1e4752,cable,Cable-QLD-0020,QLD,Rockhampton,2016-03-09,Siemens,XLPE-11kV-300,300.0,2024-04-13,4.1,26.9696,156.14961,Switchgear SF6 pressure low — schedule refill.
10b08a01-20db-44e1-b764-65650e2f72f5,cable,Cable-WA-0021,WA,Geraldton,2021-12-19,Schneider Electric,HDPE-LV-95,150.0,2024-12-15,8.7,31.5033,119.23828,No visible issues at time of inspection.
615a2314-5584-44ad-b11f-67a654192e48,substation,Substation-SA-0022,SA,Whyalla,2008-05-02,Ormazabal,SS-Zone-66kV,200000.0,2020-09-24,5.6,34.78924,138.97902,Abnormal humming noise observed during peak load.
b7ff14f1-3420-4b91-84a3-46c6f9e598b8,cable,Cable-NSW-0023,NSW,Sydney CBD,1995-12-31,Schneider Electric,PILC-11kV-185,50.0,2025-04-21,5.3,32.48242,152.80959,Corrosion on clamp hardware — recommend replacement within 6 months.
f18e4612-4e72-4956-8679-9a9ada900fe2,meter,Meter-VIC-0024,VIC,Melbourne CBD,2014-04-01,Ormazabal,Itron Riva,20.0,2020-01-31,3.0,37.60038,144.03548,Lightning arrestor earthing lead corroded.
39973d85-6e18-41d6-bc25-150fa66790e4,meter,Meter-SA-0025,SA,Murray Bridge,1996-01-23,Schneider Electric,Itron Riva,80.0,2025-10-21,4.6,33.93732,140.82907,No visible issues at time of inspection.
45c7114e-f6f9-4eee-a30a-c17b5d35cb53,transformer,Transformer-SA-0026,SA,Port Pirie,1987-08-21,Siemens,EcoStar 800,5000.0,2023-01-02,4.9,34.8716,138.01115,Vegetation encroachment within 0.5 m of conductors.
7fc83c1c-4fa3-4f65-9533-d0add81f7b91,meter,Meter-NSW-0027,NSW,Parramatta,2019-09-01,GE Grid Solutions,Honeywell Elster AS3500,80.0,2023-01-24,4.3,33.02912,154.12598,Fuse links showing signs of heat damage.
f1541196-bd72-4118-8169-9c7ea091416a,cable,Cable-VIC-0028,VIC,Mornington Peninsula,2019-10-21,Mitsubishi Electric,HDPE-LV-95,50.0,2020-10-14,6.8,37.38406,146.67442,Paint delamination on weathering-steel structure.
32831489-ad6c-4ec9-99d5-e921a87f5ee8,cable,Cable-QLD-0029,QLD,Townsville,2006-05-13,Siemens,PILC-11kV-185,150.0,2024-08-23,5.0,26.6952,152.80219,Lightning arrestor earthing lead corroded.
77eb7133-2ce2-483d-b3c2-1f6e972b192f,pole,Pole-VIC-0030,VIC,Mornington Peninsula,2023-09-24,Toshiba Energy Systems,SteelPole-15m,,2025-01-03,5.8,37.17139,145.92498,No visible issues at time of inspection.
376ff4a4-96ee-4c61-8dc6-adf6821ddcac,pole,Pole-NSW-0031,NSW,Dubbo,1996-07-19,Eaton,ConcretePole-14m,,2024-08-08,3.8,32.69016,150.36309,Partial discharge measured at 450 pC — monitor monthly.
05bd449a-1217-44e2-b67f-8f719bf0f102,pole,Pole-VIC-0032,VIC,Sunbury,2013-03-15,Siemens,ConcretePole-14m,,2024-05-10,9.4,37.27515,143.67079,No visible issues at time of inspection.
5d8f83e1-f38a-4938-8c90-eae9e500b56a,pole,Pole-SA-0033,SA,Mount Gambier,2020-03-31,Eaton,SteelPole-15m,,2024-03-13,5.8,34.09891,141.34915,Earthing mat connection verified and in good condition.
12a6609d-7fb7-4d45-aad1-3087c47d7561,pole,Pole-QLD-0034,QLD,Rockhampton,2022-04-14,Lucy Electric,ConcretePole-14m,,2024-03-06,4.8,25.96837,153.98682,Animal damage to cable conduit — temporary repair applied.
b7694445-beab-4664-b64a-070a45ddfe04,pole,Pole-QLD-0035,QLD,Cairns,2003-06-29,GE Grid Solutions,SteelPole-15m,,2021-11-09,6.9,26.1121,154.9587,Nameplate illegible — asset records confirm ratings.
9084e961-1e82-446b-90a2-c2e346294c6a,cable,Cable-VIC-0036,VIC,Mornington Peninsula,1989-03-28,Hitachi Energy,HDPE-LV-95,400.0,2020-10-04,3.2,37.4957,143.67211,Gasket seal worn; minor moisture ingress risk.
1ec1eb2b-141f-4c79-92f4-f4b39986f0b2,meter,Meter-NSW-0037,NSW,Tamworth,2018-03-24,Toshiba Energy Systems,Itron Riva,80.0,2020-11-12,6.4,32.81373,153.48228,Paint delamination on weathering-steel structure.
30191ff5-994d-4cbd-9778-68fe52ca1c20,transformer,Transformer-WA-0038,WA,Rockingham,2023-05-30,Toshiba Energy Systems,UniTrans 1000,2000.0,2023-07-11,2.5,31.50977,115.86412,Oil leakage detected on lower tank seam.
5e42bef4-1112-4af5-9afd-1b6f041e0f4f,pole,Pole-NSW-0039,NSW,Orange,2013-09-09,Toshiba Energy Systems,CompositePole-11m,,2021-02-22,3.9,33.56367,150.00878,Fuse links showing signs of heat damage.
bae05562-bb23-43aa-9d8b-4d1d1182661c,pole,Pole-WA-0040,WA,Perth CBD,1986-05-22,Eaton,SteelPole-15m,,2024-04-14,5.0,31.20245,115.43746,Thermal imaging shows hot spot at LV busbar connection.
64172501-82c2-4461-9502-1115435f9471,pole,Pole-NSW-0041,NSW,Parramatta,1992-05-10,Schneider Electric,CompositePole-11m,,2023-12-03,6.0,32.48779,150.59248,Paint delamination on weathering-steel structure.
7d0b8e44-5457-49fc-a7ac-65b07727d8df,transformer,Transformer-QLD-0042,QLD,Townsville,1993-03-28,GE Grid Solutions,UniTrans 1000,100.0,2025-10-09,6.0,27.36209,154.6496,Metering discrepancy — potential CT saturation under fault conditions.
5208e067-a4c3-4227-ad03-1dd2c7f52fd0,meter,Meter-VIC-0043,VIC,Mornington Peninsula,2009-08-25,Siemens,Genus PRANA,20.0,2024-05-28,6.0,37.02762,144.66281,Switchgear SF6 pressure low — schedule refill.
ff2764b2-a898-4e00-a45b-2539d42a16a3,pole,Pole-SA-0044,SA,Renmark,2006-12-07,Ormazabal,CompositePole-11m,,2021-02-01,5.6,34.21618,140.00639,Earthing mat connection verified and in good condition.
47d52c6a-61af-40c1-85c2-c7f28a3c920d,meter,Meter-NSW-0045,NSW,Dubbo,1999-06-09,Schneider Electric,Genus PRANA,80.0,2022-01-07,3.0,33.88477,153.96628,Animal damage to cable conduit — temporary repair applied.
f20ee69e-3569-46b2-922f-712fd01d0db6,pole,Pole-VIC-0046,VIC,Mornington Peninsula,2018-05-27,Eaton,ConcretePole-14m,,2022-10-24,5.2,37.55504,145.83083,Vegetation encroachment within 0.5 m of conductors.
1b96dfea-451e-4332-9f1c-c4a6f28c637f,cable,Cable-NSW-0047,NSW,Port Macquarie,2008-12-10,Lucy Electric,PILC-11kV-185,100.0,2024-12-23,5.0,33.42668,153.04296,Thermal imaging shows hot spot at LV busbar connection.
4af736fc-3475-428c-9e5c-07aab2186b34,transformer,Transformer-WA-0048,WA,Bunbury,2020-09-13,Hitachi Energy,PowerGard 500,200.0,2025-10-11,8.0,31.63084,113.98489,Earthing mat connection verified and in good condition.
f0c53ec6-7c4d-4501-850d-4a8a0dff7168,transformer,Transformer-QLD-0049,QLD,Cairns,2004-11-18,ABB,UniTrans 1000,5000.0,2024-12-06,6.7,26.54257,153.03871,Nameplate illegible — asset records confirm ratings.
61d9fab3-2e1d-4e97-9b8a-fc0c4cbdf50f,meter,Meter-WA-0050,WA,Kalgoorlie,1989-06-13,Hitachi Energy,Landis+Gyr E470,80.0,2022-05-29,1.8,30.40912,114.61071,Abnormal humming noise observed during peak load.
8bc38b50-ad42-41af-aeaf-d5406967b06a,pole,Pole-SA-0051,SA,Port Augusta,2015-02-16,Toshiba Energy Systems,ConcretePole-14m,,2021-07-12,7.0,33.74787,137.61678,Switchgear SF6 pressure low — schedule refill.
9135964c-f35a-410f-9077-1e7c1053eb4f,substation,Substation-SA-0052,SA,Port Augusta,2001-04-28,Siemens,SS-Zone-66kV,10000.0,2020-06-24,4.9,34.55049,138.1722,Nameplate illegible — asset records confirm ratings.
f8b86c4e-d124-405f-b913-48d10a52bb97,transformer,Transformer-QLD-0053,QLD,Rockhampton,1998-06-18,Eaton,PowerGard 500,500.0,2022-08-13,3.8,27.38072,155.4113,Abnormal humming noise observed during peak load.
4221b693-5682-4d5e-a3e8-35e1e0aa192d,pole,Pole-QLD-0054,QLD,Cairns,2012-05-23,Hitachi Energy,CompositePole-11m,,2021-04-25,7.1,26.03093,154.4195,Nameplate illegible — asset records confirm ratings.
7208fb98-9b12-4424-bede-ed2909a69dc7,meter,Meter-VIC-0055,VIC,Bendigo,2003-05-05,Ormazabal,Landis+Gyr E470,160.0,2023-11-26,7.0,37.65481,145.84499,Earthing mat connection verified and in good condition.
b49e09f3-19a9-43ee-a102-40478f20ff5d,meter,Meter-QLD-0056,QLD,Rockhampton,2012-10-15,Hitachi Energy,Honeywell Elster AS3500,160.0,2021-11-01,7.5,26.50906,154.72856,Relay coordination settings require review after network topology change.
8baeef3a-0375-4e32-b55e-cddde7ebebc5,transformer,Transformer-NSW-0057,NSW,Port Macquarie,2002-03-06,Siemens,PowerGard 500,2000.0,2021-10-01,3.7,33.81869,152.03298,Thermal imaging shows hot spot at LV busbar connection.
e2dad83b-82d7-46a0-a013-7fbcfe350e74,pole,Pole-QLD-0058,QLD,Rockhampton,2003-03-05,ABB,SteelPole-15m,,2023-09-03,4.6,27.44226,154.55762,Partial discharge measured at 450 pC — monitor monthly.
caaf0df3-d12d-42c1-b828-eab4125605b8,cable,Cable-SA-0059,SA,Whyalla,1991-05-06,ABB,HDPE-LV-95,50.0,2020-11-29,6.2,33.78082,138.42582,Nameplate illegible — asset records confirm ratings.
42ad5960-2bf4-4d92-bbe9-47d4807f9bbf,meter,Meter-QLD-0060,QLD,Mackay,2016-02-01,Hitachi Energy,Itron Riva,20.0,2023-09-09,7.5,26.94751,155.39753,Paint delamination on weathering-steel structure.
b7eac84f-593d-4774-a1a9-01c435602d9f,substation,Substation-NSW-0061,NSW,Port Macquarie,2005-04-26,ABB,SS-Distribution-11kV,25000.0,2023-12-29,4.9,33.40134,153.13293,Metering discrepancy — potential CT saturation under fault conditions.
4908492d-5604-406a-bafb-ac56f6943d84,meter,Meter-NSW-0062,NSW,Orange,2000-11-23,Eaton,Genus PRANA,160.0,2025-08-06,5.1,32.41738,153.26577,Paint delamination on weathering-steel structure.
f25d5507-9e38-41d8-b6ff-37cbea050060,pole,Pole-QLD-0063,QLD,Sunshine Coast,2019-03-08,ABB,SteelPole-15m,,2024-03-14,4.1,26.05511,153.40239,Oil leakage detected on lower tank seam.
33ecf7e5-b47b-4a03-8c5f-6a5972ae8d10,transformer,Transformer-QLD-0064,QLD,Sunshine Coast,2012-01-19,GE Grid Solutions,PowerGard 500,1000.0,2024-07-11,3.3,26.06257,155.23686,Lightning arrestor earthing lead corroded.
874c49ab-a90b-44ba-b2db-9c660e37d492,pole,Pole-WA-0065,WA,Perth CBD,2000-06-25,Eaton,CompositePole-11m,,2025-05-09,6.6,31.4508,114.07368,Relay coordination settings require review after network topology change.
28ef5569-f9ae-4591-9b39-70f2ec44e64c,cable,Cable-NSW-0066,NSW,Sydney CBD,1994-11-28,Mitsubishi Electric,HDPE-LV-95,100.0,2021-01-28,7.7,32.59374,152.4887,Switchgear SF6 pressure low — schedule refill.
722135a2-a1ae-4f51-8e47-7d2bf2a8f796,substation,Substation-NSW-0067,NSW,Newcastle,2002-05-18,GE Grid Solutions,CompactSS-400,50000.0,2024-09-02,5.0,33.23741,151.25505,Corrosion on clamp hardware — recommend replacement within 6 months.
8df27224-0438-4c0d-8eae-5f58ce99bb0c,pole,Pole-QLD-0068,QLD,Mackay,1998-07-23,Hitachi Energy,CompositePole-11m,,2022-04-10,7.6,26.90826,154.92122,Switchgear SF6 pressure low — schedule refill.
7072d1cb-e56b-431d-a29c-162480f930b1,substation,Substation-VIC-0069,VIC,Mornington Peninsula,2018-10-21,Ormazabal,SS-Primary-132kV,200000.0,2021-06-08,7.2,37.64789,144.58985,Relay coordination settings require review after network topology change.
102567d3-bdc9-47f7-b391-01b414c3cdae,pole,Pole-SA-0070,SA,Whyalla,2014-12-31,ABB,CompositePole-11m,,2019-04-14,4.9,34.68923,137.75507,No visible issues at time of inspection.
9e0f84b5-7377-47ac-84a5-84b0689b64f1,pole,Pole-QLD-0071,QLD,Toowoomba,2002-06-28,GE Grid Solutions,SteelPole-15m,,2023-02-06,6.7,27.21849,156.32413,Paint delamination on weathering-steel structure.
f4006624-3db8-467d-8ded-7917cf5dbb50,meter,Meter-SA-0072,SA,Murray Bridge,1991-02-23,Lucy Electric,Honeywell Elster AS3500,160.0,2025-09-22,7.8,34.09261,140.02383,Earthing mat connection verified and in good condition.
ae5794f8-7982-4e82-a6ae-30e308db4047,transformer,Transformer-QLD-0073,QLD,Toowoomba,1986-09-14,Eaton,EcoStar 800,1000.0,2024-04-08,5.2,25.68122,152.8365,Earthing mat connection verified and in good condition.
5b524a22-6f2c-4313-9d72-ce845befd033,transformer,Transformer-NSW-0074,NSW,Newcastle,2018-07-11,ABB,PowerGard 500,315.0,2019-12-27,8.6,32.47593,152.83418,Relay coordination settings require review after network topology change.
a1891202-f6e9-4f9a-a04c-8650a40f6e02,meter,Meter-QLD-0075,QLD,Sunshine Coast,2012-10-09,Siemens,Genus PRANA,160.0,2021-05-19,1.0,25.7891,151.77161,Partial discharge measured at 450 pC — monitor monthly.
cb33ab60-64df-4507-839a-740cf79fbe08,meter,Meter-QLD-0076,QLD,Bundaberg,2012-02-04,Mitsubishi Electric,Landis+Gyr E470,20.0,2021-05-07,7.1,26.22101,156.34824,Relay coordination settings require review after network topology change.
953c0861-35f5-4a1b-8d6c-13a4c3dba5a1,substation,Substation-VIC-0077,VIC,Latrobe Valley,1989-09-02,Schneider Electric,SS-Zone-66kV,25000.0,2025-07-05,5.3,37.57818,147.34011,Oil leakage detected on lower tank seam.
6706f3cc-29fe-48b5-8d75-01c18dd04225,substation,Substation-WA-0078,WA,Rockingham,1986-10-03,Schneider Electric,SS-Primary-132kV,200000.0,2020-02-14,3.9,31.50195,114.66055,Corrosion on clamp hardware — recommend replacement within 6 months.
cdda6c73-3b64-42d0-bc5a-1c380cd0ef63,pole,Pole-NSW-0079,NSW,Parramatta,2009-08-21,Hitachi Energy,ConcretePole-14m,,2023-05-14,6.1,33.44755,152.59503,Switchgear SF6 pressure low — schedule refill.
5ca88f6c-487a-4ed8-b16b-93ea3b6a0eea,meter,Meter-VIC-0080,VIC,Sunbury,2018-05-13,Toshiba Energy Systems,Landis+Gyr E470,20.0,2025-01-22,3.0,37.69905,145.99119,Abnormal humming noise observed during peak load.
e6e1f974-80e6-419f-b298-7c1e2db889ba,cable,Cable-QLD-0081,QLD,Toowoomba,2015-11-17,Ormazabal,PILC-11kV-185,400.0,2023-04-20,5.8,26.59689,152.44959,No visible issues at time of inspection.
d2f86652-2cc4-400a-adc8-7016355054a7,cable,Cable-NSW-0082,NSW,Dubbo,2014-01-16,Siemens,PILC-11kV-185,400.0,2021-08-28,6.8,33.76316,150.08414,Paint delamination on weathering-steel structure.
989609ef-d111-49ec-a1ef-91a3b2d3e571,meter,Meter-NSW-0083,NSW,Orange,2023-03-21,Lucy Electric,Landis+Gyr E470,160.0,2025-08-09,8.9,33.82283,150.99433,Relay coordination settings require review after network topology change.
6258e6f8-1655-462d-bbb7-fe44bb74b686,pole,Pole-NSW-0084,NSW,Parramatta,2017-10-24,Eaton,SteelPole-15m,,2020-11-27,5.6,33.03885,153.3325,Animal damage to cable conduit — temporary repair applied.
e0d36c95-0cca-4e09-afd5-a95d0ea2cff1,pole,Pole-SA-0085,SA,Adelaide CBD,1997-04-12,GE Grid Solutions,WoodPole-12m,,2021-04-29,4.1,33.85616,139.57855,Fuse links showing signs of heat damage.
513018be-3f09-4c72-91cb-24c9bcb2c629,pole,Pole-NSW-0086,NSW,Newcastle,2021-02-06,ABB,WoodPole-12m,,2022-12-06,5.3,32.81761,153.19576,Gasket seal worn; minor moisture ingress risk.
f78044cf-072c-4c25-b5e8-47b6e8b291de,meter,Meter-QLD-0087,QLD,Gold Coast,1988-05-21,Schneider Electric,Itron Riva,160.0,2024-09-24,6.2,26.95367,155.21345,No visible issues at time of inspection.
215111d0-3e0c-42a1-ac62-07dbb13daf7f,transformer,Transformer-VIC-0088,VIC,Mornington Peninsula,2020-11-10,Ormazabal,EcoStar 800,2000.0,2023-06-26,6.4,37.55886,144.44213,Thermal imaging shows hot spot at LV busbar connection.
b18fa9c4-4b67-43ea-81de-b23c55b2f0ef,cable,Cable-VIC-0089,VIC,Shepparton,2018-11-06,Siemens,XLPE-11kV-300,300.0,2025-05-09,5.1,37.35302,146.15518,Switchgear SF6 pressure low — schedule refill.
3ac8f3f1-3bf0-42e2-a63f-50bf7c1edfb9,meter,Meter-NSW-0090,NSW,Tamworth,1986-04-11,ABB,Genus PRANA,160.0,2022-11-29,6.2,33.46573,151.52265,No visible issues at time of inspection.
b0518b0f-33ea-4fed-a18e-d02e5e04b055,meter,Meter-WA-0091,WA,Bunbury,2009-08-16,Ormazabal,Genus PRANA,160.0,2019-10-01,6.0,31.78203,119.12315,Switchgear SF6 pressure low — schedule refill.
c606823b-02f1-487f-8dfe-9cec73e30146,cable,Cable-SA-0092,SA,Port Augusta,2019-09-28,Schneider Electric,XLPE-11kV-300,150.0,2025-02-15,7.6,34.77663,138.27507,No visible issues at time of inspection.
4ea49438-cf40-4bc1-a1fe-a4b088815cb9,pole,Pole-VIC-0093,VIC,Ballarat,2018-08-17,Siemens,SteelPole-15m,,2022-12-12,5.2,37.67923,143.90607,Lightning arrestor earthing lead corroded.
13fc65dd-bfec-41a6-83f3-12776de25c9a,meter,Meter-NSW-0094,NSW,Albury,2008-12-13,Ormazabal,Landis+Gyr E470,10.0,2023-04-26,4.8,32.65246,150.04529,Metering discrepancy — potential CT saturation under fault conditions.
fedfda97-36ae-44d1-9315-fccb26374b0d,pole,Pole-SA-0095,SA,Mount Gambier,2016-06-27,Lucy Electric,ConcretePole-14m,,2023-12-09,5.5,34.17399,139.30574,Lightning arrestor earthing lead corroded.
ae129796-e5b3-4098-a2d7-1312959fb113,transformer,Transformer-WA-0096,WA,Mandurah,2019-05-03,Mitsubishi Electric,T800,500.0,2024-10-30,3.3,31.34072,115.59736,Fuse links showing signs of heat damage.
d64bc95d-146a-437f-866b-de9990697654,pole,Pole-NSW-0097,NSW,Orange,1989-06-27,ABB,CompositePole-11m,,2021-10-21,5.1,33.77775,152.68625,Lightning arrestor earthing lead corroded.
532d13ed-af38-4a22-8fd5-2ad13860f853,meter,Meter-WA-0098,WA,Kalgoorlie,1990-10-07,Toshiba Energy Systems,Itron Riva,10.0,2021-08-19,5.6,31.13727,114.00938,No visible issues at time of inspection.
1d97b149-5ab9-4b94-82e4-d394a0f69c74,cable,Cable-NSW-0099,NSW,Wollongong,2000-06-01,Hitachi Energy,XLPE-33kV-150,300.0,2020-03-03,5.1,32.58541,152.48114,Lightning arrestor earthing lead corroded.
ac3f34cd-f599-4f9e-b58d-327a00f92cfd,transformer,Transformer-QLD-0100,QLD,Sunshine Coast,2014-10-14,Ormazabal,T1200,500.0,2019-05-16,5.6,27.03199,152.50563,Earthing mat connection verified and in good condition.
f8df3c82-6891-4744-b90d-3fc72b43869e,meter,Meter-WA-0101,WA,Mandurah,2023-10-26,Eaton,Honeywell Elster AS3500,160.0,2025-09-09,3.9,30.67466,118.70756,Corrosion on clamp hardware — recommend replacement within 6 months.
3c5345b3-48bb-4574-be12-26cdab78a813,transformer,Transformer-VIC-0102,VIC,Shepparton,2022-09-27,Hitachi Energy,PowerGard 500,200.0,2023-03-05,5.8,37.44054,145.57507,Animal damage to cable conduit — temporary repair applied.
fe91f1f5-d150-43f6-9c0a-7a25631c4688,meter,Meter-SA-0103,SA,Mount Gambier,2008-10-15,Eaton,Genus PRANA,20.0,2019-03-24,5.1,33.70657,138.77463,Paint delamination on weathering-steel structure.
24408c4c-1c8b-4a11-82a4-b4a880b7b23e,meter,Meter-VIC-0104,VIC,Geelong,1994-05-14,Mitsubishi Electric,Itron Riva,160.0,2019-04-30,3.6,37.30772,147.04697,Vegetation encroachment within 0.5 m of conductors.
0c44c38f-0f7c-4bd6-b02d-f3f18056122d,meter,Meter-VIC-0105,VIC,Bendigo,1992-07-26,Lucy Electric,Genus PRANA,20.0,2025-08-08,4.7,37.28884,145.98554,No visible issues at time of inspection.
72dd616a-16ec-473a-8e2c-9d2d4d7e7b3e,pole,Pole-VIC-0106,VIC,Sunbury,1994-10-09,ABB,SteelPole-15m,,2021-06-23,5.9,37.2685,143.97105,Fuse links showing signs of heat damage.
ec638a72-f4d5-4bb2-a58f-66218e3e8f91,meter,Meter-WA-0107,WA,Fremantle,2011-07-28,Lucy Electric,Landis+Gyr E470,10.0,2022-12-31,8.9,30.71722,115.96881,Earthing mat connection verified and in good condition.
f51d3a79-2b83-4410-9a6c-4fe05d1e9a58,pole,Pole-SA-0108,SA,Mount Gambier,1988-01-07,Mitsubishi Electric,SteelPole-15m,,2021-12-30,5.3,33.9262,137.46502,Fuse links showing signs of heat damage.
511ba36d-1614-403d-a547-92af47a621e5,transformer,Transformer-SA-0109,SA,Renmark,1998-07-29,Eaton,T800,750.0,2019-05-11,5.7,34.85606,139.91698,Animal damage to cable conduit — temporary repair applied.
037eab1e-ccb1-4615-80e6-9f4151336ec8,meter,Meter-NSW-0110,NSW,Sydney CBD,1993-06-21,Mitsubishi Electric,Honeywell Elster AS3500,80.0,2025-10-19,5.0,33.1557,151.93886,Fuse links showing signs of heat damage.
dd3d5a21-a36c-49fb-8b53-30ecf5257a6d,substation,Substation-WA-0111,WA,Rockingham,1990-05-16,Siemens,CompactSS-400,200000.0,2022-08-30,1.7,31.7799,117.86552,Abnormal humming noise observed during peak load.
b2b39665-8b96-4648-9a2f-f5ee544ca75c,transformer,Transformer-NSW-0112,NSW,Tamworth,2015-06-06,Hitachi Energy,PowerGard 500,1000.0,2019-05-12,6.3,33.78744,152.56881,Abnormal humming noise observed during peak load.
c61d2a12-85aa-45a2-826e-322429e3e292,meter,Meter-NSW-0113,NSW,Newcastle,1987-05-15,Schneider Electric,Genus PRANA,10.0,2020-01-28,4.6,32.88141,153.96971,Insulation resistance degraded to 85 MΩ; below 100 MΩ threshold.
5e6bb0d4-d098-4ea4-b653-54ff0904d5c3,pole,Pole-NSW-0114,NSW,Parramatta,2012-02-02,Lucy Electric,CompositePole-11m,,2021-09-03,9.6,33.12338,153.81094,Nameplate illegible — asset records confirm ratings.
7c9b6269-ac76-4d80-a200-517c1cf1e350,pole,Pole-VIC-0115,VIC,Shepparton,2018-06-05,Eaton,CompositePole-11m,,2020-09-13,5.5,37.15159,147.27835,Corrosion on clamp hardware — recommend replacement within 6 months.
61148fa5-d28a-4f2f-8e87-b11213d85b6f,pole,Pole-WA-0116,WA,Albany,2005-05-31,Lucy Electric,CompositePole-11m,,2020-05-04,6.4,30.4223,118.65239,Partial discharge measured at 450 pC — monitor monthly.
